id,tubeid,potid,gridid,species,pot,voidtype,datecolonized,worms,dead
T9_3E-65,9,T9_3E,65,CAMROT,T9_3E,crack,29,absent,0
T12_4D-1,12,T12_4D,1,CAMROT,T12_4D,crack,29,present,0
T15_5E-56,15,T15_5E,56,CAMROT,T15_5E,crack,29,present,0
T15_5E-62,15,T15_5E,62,CAMROT,T15_5E,crack,29,present,0
T15_5E-63,15,T15_5E,63,CAMROT,T15_5E,crack,29,present,0
T15_5E-65,15,T15_5E,65,CAMROT,T15_5E,crack,29,present,0
T15_5E-66,15,T15_5E,66,CAMROT,T15_5E,crack,29,present,0
T15_5E-72,15,T15_5E,72,CAMROT,T15_5E,crack,29,present,0
T18_6D-43,18,T18_6D,43,CAMROT,T18_6D,crack,29,present,0
T18_6D-44,18,T18_6D,44,CAMROT,T18_6D,crack,29,present,0
T18_6D-46,18,T18_6D,46,CAMROT,T18_6D,crack,29,present,0
T18_6D-47,18,T18_6D,47,CAMROT,T18_6D,crack,29,present,0
T18_6D-58,18,T18_6D,58,CAMROT,T18_6D,crack,29,present,0
T18_6D-59,18,T18_6D,59,CAMROT,T18_6D,crack,29,present,0
T18_6D-67,18,T18_6D,67,CAMROT,T18_6D,crack,29,present,0
T24_8B-29,24,T24_8B,29,ACHMIL,T24_8B,crack,29,present,0
T24_8B-30,24,T24_8B,30,ACHMIL,T24_8B,crack,29,present,0
T24_8B-33,24,T24_8B,33,ACHMIL,T24_8B,crack,29,present,0
T24_8C-46,24,T24_8C,46,CAMROT,T24_8C,crack,29,present,0
T24_8D-40,24,T24_8D,40,ACHMIL,T24_8D,crack,29,present,0
T24_8D-41,24,T24_8D,41,ACHMIL,T24_8D,crack,29,present,0
T24_8D-43,24,T24_8D,43,ACHMIL,T24_8D,crack,29,present,0
T24_8D-44,24,T24_8D,44,ACHMIL,T24_8D,crack,29,present,0
T24_8D-47,24,T24_8D,47,ACHMIL,T24_8D,crack,29,present,0
T24_8D-50,24,T24_8D,50,ACHMIL,T24_8D,crack,29,present,0
T24_8D-53,24,T24_8D,53,ACHMIL,T24_8D,crack,29,present,0
T24_8D-55,24,T24_8D,55,ACHMIL,T24_8D,crack,29,present,0
T3_1D-104,3,T3_1D,104,ACHMIL,T3_1D,crack,29,present,0
T3_1D-58,3,T3_1D,58,ACHMIL,T3_1D,crack,29,present,0
T3_1D-76,3,T3_1D,76,ACHMIL,T3_1D,crack,29,present,0
T3_1D-97,3,T3_1D,97,ACHMIL,T3_1D,crack,29,present,0
T3_1D-98,3,T3_1D,98,ACHMIL,T3_1D,crack,29,present,0
T30_10A-67,30,T30_10A,67,CAMROT,T30_10A,crack,29,present,0
T30_10A-68,30,T30_10A,68,CAMROT,T30_10A,crack,29,present,0
T30_10B-80,30,T30_10B,80,ACHMIL,T30_10B,crack,29,present,0
T33_11E-80,33,T33_11E,80,ACHMIL,T33_11E,crack,29,present,0
T9_3B-50,9,T9_3B,50,CAMROT,T9_3B,crack,29,present,0
T9_3B-53,9,T9_3B,53,CAMROT,T9_3B,crack,29,present,0
T9_3B-54,9,T9_3B,54,CAMROT,T9_3B,crack,29,present,0
T9_3B-56,9,T9_3B,56,CAMROT,T9_3B,crack,29,present,0
T9_3B-57,9,T9_3B,57,CAMROT,T9_3B,crack,29,present,0
T9_3B-59,9,T9_3B,59,CAMROT,T9_3B,crack,29,present,0
T9_3B-60,9,T9_3B,60,CAMROT,T9_3B,crack,29,present,0
T9_3B-61,9,T9_3B,61,CAMROT,T9_3B,crack,29,present,0
T9_3B-62,9,T9_3B,62,CAMROT,T9_3B,crack,29,present,0
T9_3B-64,9,T9_3B,64,CAMROT,T9_3B,crack,29,present,0
T9_3B-65,9,T9_3B,65,CAMROT,T9_3B,crack,29,present,0
T9_3B-66,9,T9_3B,66,CAMROT,T9_3B,crack,29,present,0
T9_3B-68,9,T9_3B,68,CAMROT,T9_3B,crack,29,present,0
T9_3B-69,9,T9_3B,69,CAMROT,T9_3B,crack,29,present,0
T9_3B-71,9,T9_3B,71,CAMROT,T9_3B,crack,29,present,0
T9_3B-72,9,T9_3B,72,CAMROT,T9_3B,crack,29,present,0
T12_4B-100,12,T12_4B,100,CAMROT,T12_4B,burrow,29,present,0
T12_4B-101,12,T12_4B,101,CAMROT,T12_4B,burrow,29,present,0
T12_4B-53,12,T12_4B,53,CAMROT,T12_4B,burrow,29,present,0
T12_4B-64,12,T12_4B,64,CAMROT,T12_4B,burrow,29,present,0
T12_4D-34,12,T12_4D,34,CAMROT,T12_4D,burrow,29,present,0
T12_4D-41,12,T12_4D,41,CAMROT,T12_4D,burrow,29,present,0
T12_4D-42,12,T12_4D,42,CAMROT,T12_4D,burrow,29,present,0
T12_4D-44,12,T12_4D,44,CAMROT,T12_4D,burrow,29,present,0
T12_4D-48,12,T12_4D,48,CAMROT,T12_4D,burrow,29,present,0
T12_4D-55,12,T12_4D,55,CAMROT,T12_4D,burrow,29,present,0
T12_4D-56,12,T12_4D,56,CAMROT,T12_4D,burrow,29,present,0
T12_4D-58,12,T12_4D,58,CAMROT,T12_4D,burrow,29,present,0
T12_4D-59,12,T12_4D,59,CAMROT,T12_4D,burrow,29,present,0
T12_4D-61,12,T12_4D,61,CAMROT,T12_4D,burrow,29,present,0
T12_4D-62,12,T12_4D,62,CAMROT,T12_4D,burrow,29,present,0
T12_4D-63,12,T12_4D,63,CAMROT,T12_4D,burrow,29,present,0
T12_4D-65,12,T12_4D,65,CAMROT,T12_4D,burrow,29,present,0
T12_4D-68,12,T12_4D,68,CAMROT,T12_4D,burrow,29,present,0
T12_4D-69,12,T12_4D,69,CAMROT,T12_4D,burrow,29,present,0
T12_4D-71,12,T12_4D,71,CAMROT,T12_4D,burrow,29,present,0
T12_4D-72,12,T12_4D,72,CAMROT,T12_4D,burrow,29,present,0
T12_4D-74,12,T12_4D,74,CAMROT,T12_4D,burrow,29,present,0
T12_4D-78,12,T12_4D,78,CAMROT,T12_4D,burrow,29,present,0
T12_4D-87,12,T12_4D,87,CAMROT,T12_4D,burrow,29,present,0
T12_4D-90,12,T12_4D,90,CAMROT,T12_4D,burrow,29,present,0
T12_4D-93,12,T12_4D,93,CAMROT,T12_4D,burrow,29,present,0
T12_4D-95,12,T12_4D,95,CAMROT,T12_4D,burrow,29,present,0
T12_4D-98,12,T12_4D,98,CAMROT,T12_4D,burrow,29,present,0
T15_5B-64,15,T15_5B,64,ACHMIL,T15_5B,burrow,29,present,0
T15_5B-73,15,T15_5B,73,ACHMIL,T15_5B,burrow,29,present,0
T15_5B-76,15,T15_5B,76,ACHMIL,T15_5B,burrow,29,present,0
T15_5E-89,15,T15_5E,89,CAMROT,T15_5E,burrow,29,present,0
T15_5E-90,15,T15_5E,90,CAMROT,T15_5E,burrow,29,present,0
T15_5E-91,15,T15_5E,91,CAMROT,T15_5E,burrow,29,present,0
T15_5E-92,15,T15_5E,92,CAMROT,T15_5E,burrow,29,present,0
T21_7C-35,21,T21_7C,35,ACHMIL,T21_7C,burrow,29,present,0
T21_7C-37,21,T21_7C,37,ACHMIL,T21_7C,burrow,29,present,0
T21_7C-38,21,T21_7C,38,ACHMIL,T21_7C,burrow,29,present,0
T21_7C-40,21,T21_7C,40,ACHMIL,T21_7C,burrow,29,present,0
T21_7C-41,21,T21_7C,41,ACHMIL,T21_7C,burrow,29,present,0
T21_7C-46,21,T21_7C,46,ACHMIL,T21_7C,burrow,29,present,0
T21_7C-47,21,T21_7C,47,ACHMIL,T21_7C,burrow,29,present,0
T24_8B-73,24,T24_8B,73,ACHMIL,T24_8B,burrow,29,present,0
T24_8C-47,24,T24_8C,47,CAMROT,T24_8C,burrow,29,present,0
T24_8D-61,24,T24_8D,61,ACHMIL,T24_8D,burrow,29,present,0
T24_8D-64,24,T24_8D,64,ACHMIL,T24_8D,burrow,29,present,0
T24_8D-70,24,T24_8D,70,ACHMIL,T24_8D,burrow,29,present,0
T24_8D-79,24,T24_8D,79,ACHMIL,T24_8D,burrow,29,present,0
T24_8D-95,24,T24_8D,95,ACHMIL,T24_8D,burrow,29,present,0
T24_8D-96,24,T24_8D,96,ACHMIL,T24_8D,burrow,29,present,0
T24_8D-98,24,T24_8D,98,ACHMIL,T24_8D,burrow,29,present,0
T24_8D-99,24,T24_8D,99,ACHMIL,T24_8D,burrow,29,present,0
T3_1A-45,3,T3_1A,45,ACHMIL,T3_1A,burrow,29,present,0
T3_1C-52,3,T3_1C,52,ACHMIL,T3_1C,burrow,29,present,0
T3_1C-55,3,T3_1C,55,ACHMIL,T3_1C,burrow,29,present,0
T3_1E-101,3,T3_1E,101,ACHMIL,T3_1E,burrow,29,present,0
T3_1E-85,3,T3_1E,85,ACHMIL,T3_1E,burrow,29,present,0
T3_1E-88,3,T3_1E,88,ACHMIL,T3_1E,burrow,29,present,0
T3_1E-95,3,T3_1E,95,ACHMIL,T3_1E,burrow,29,present,0
T3_1E-97,3,T3_1E,97,ACHMIL,T3_1E,burrow,29,present,0
T3_1E-98,3,T3_1E,98,ACHMIL,T3_1E,burrow,29,present,0
T30_10A-42,30,T30_10A,42,CAMROT,T30_10A,burrow,29,present,0
T30_10B-1,30,T30_10B,1,ACHMIL,T30_10B,burrow,29,present,0
T30_10B-13,30,T30_10B,13,ACHMIL,T30_10B,burrow,29,present,0
T30_10B-14,30,T30_10B,14,ACHMIL,T30_10B,burrow,29,present,0
T30_10B-15,30,T30_10B,15,ACHMIL,T30_10B,burrow,29,present,0
T30_10B-2,30,T30_10B,2,ACHMIL,T30_10B,burrow,29,present,0
T30_10B-3,30,T30_10B,3,ACHMIL,T30_10B,burrow,29,present,0
T30_10B-43,30,T30_10B,43,ACHMIL,T30_10B,burrow,29,present,0
T30_10B-44,30,T30_10B,44,ACHMIL,T30_10B,burrow,29,present,0
T30_10B-5,30,T30_10B,5,ACHMIL,T30_10B,burrow,29,present,0
T30_10B-50,30,T30_10B,50,ACHMIL,T30_10B,burrow,29,present,0
T30_10B-53,30,T30_10B,53,ACHMIL,T30_10B,burrow,29,present,0
T30_10B-6,30,T30_10B,6,ACHMIL,T30_10B,burrow,29,present,0
T30_10B-9,30,T30_10B,9,ACHMIL,T30_10B,burrow,29,present,0
T30_10C-57,30,T30_10C,57,CAMROT,T30_10C,burrow,29,present,0
T36_12B-89,36,T36_12B,89,ACHMIL,T36_12B,burrow,29,present,0
T9_3A-10,9,T9_3A,10,ACHMIL,T9_3A,burrow,29,present,0
T9_3A-13,9,T9_3A,13,ACHMIL,T9_3A,burrow,29,present,0
T9_3A-14,9,T9_3A,14,ACHMIL,T9_3A,burrow,29,present,0
T9_3A-17,9,T9_3A,17,ACHMIL,T9_3A,burrow,29,present,0
T9_3A-21,9,T9_3A,21,ACHMIL,T9_3A,burrow,29,present,0
T9_3A-23,9,T9_3A,23,ACHMIL,T9_3A,burrow,29,present,0
T9_3A-24,9,T9_3A,24,ACHMIL,T9_3A,burrow,29,present,0
T9_3A-26,9,T9_3A,26,ACHMIL,T9_3A,burrow,29,present,0
T9_3A-42,9,T9_3A,42,ACHMIL,T9_3A,burrow,29,present,0
T9_3A-7,9,T9_3A,7,ACHMIL,T9_3A,burrow,29,present,0
T9_3D-20,9,T9_3D,20,CAMROT,T9_3D,burrow,29,present,0
T9_3D-47,9,T9_3D,47,CAMROT,T9_3D,burrow,29,present,0
T9_3D-48,9,T9_3D,48,CAMROT,T9_3D,burrow,29,present,0
T9_3D-50,9,T9_3D,50,CAMROT,T9_3D,burrow,29,present,0
T9_3D-51,9,T9_3D,51,CAMROT,T9_3D,burrow,29,present,0
T9_3D-92,9,T9_3D,92,CAMROT,T9_3D,burrow,29,present,0
T9_3D-98,9,T9_3D,98,CAMROT,T9_3D,burrow,29,present,0
T12_4A-82,12,T12_4A,82,ACHMIL,T12_4A,soil,64,absent,0
T12_4A-97,12,T12_4A,97,ACHMIL,T12_4A,soil,64,absent,0
T12_4C-40,12,T12_4C,40,CAMROT,T12_4C,soil,64,absent,0
T12_4C-43,12,T12_4C,43,CAMROT,T12_4C,soil,64,absent,0
T12_4C-48,12,T12_4C,48,CAMROT,T12_4C,soil,64,absent,0
T12_4C-49,12,T12_4C,49,CAMROT,T12_4C,soil,64,absent,0
T12_4C-5,12,T12_4C,5,CAMROT,T12_4C,soil,64,absent,0
T12_4C-70,12,T12_4C,70,CAMROT,T12_4C,soil,64,absent,0
T12_4C-91,12,T12_4C,91,CAMROT,T12_4C,soil,64,absent,0
T12_4C-94,12,T12_4C,94,CAMROT,T12_4C,soil,64,absent,0
T12_4E-101,12,T12_4E,101,CAMROT,T12_4E,soil,64,absent,0
T12_4E-102,12,T12_4E,102,CAMROT,T12_4E,soil,64,absent,0
T12_4E-3,12,T12_4E,3,CAMROT,T12_4E,soil,64,absent,0
T12_4E-47,12,T12_4E,47,CAMROT,T12_4E,soil,64,absent,0
T12_4E-98,12,T12_4E,98,CAMROT,T12_4E,soil,64,absent,0
T15_5A-100,15,T15_5A,100,ACHMIL,T15_5A,soil,64,absent,0
T15_5A-103,15,T15_5A,103,ACHMIL,T15_5A,soil,64,absent,0
T15_5A-34,15,T15_5A,34,ACHMIL,T15_5A,soil,64,absent,0
T15_5A-37,15,T15_5A,37,ACHMIL,T15_5A,soil,64,absent,0
T15_5A-46,15,T15_5A,46,ACHMIL,T15_5A,soil,64,absent,0
T15_5A-49,15,T15_5A,49,ACHMIL,T15_5A,soil,64,absent,0
T15_5A-70,15,T15_5A,70,ACHMIL,T15_5A,soil,64,absent,0
T15_5A-82,15,T15_5A,82,ACHMIL,T15_5A,soil,64,absent,0
T15_5A-99,15,T15_5A,99,ACHMIL,T15_5A,soil,64,absent,0
T15_5D-37,15,T15_5D,37,CAMROT,T15_5D,soil,64,absent,0
T15_5D-61,15,T15_5D,61,CAMROT,T15_5D,soil,64,absent,0
T15_5D-64,15,T15_5D,64,CAMROT,T15_5D,soil,64,absent,0
T15_5D-76,15,T15_5D,76,CAMROT,T15_5D,soil,64,absent,0
T15_5D-77,15,T15_5D,77,CAMROT,T15_5D,soil,64,absent,0
T15_5D-85,15,T15_5D,85,CAMROT,T15_5D,soil,64,absent,0
T18_6C-96,18,T18_6C,96,ACHMIL,T18_6C,soil,64,absent,0
T18_6C-98,18,T18_6C,98,ACHMIL,T18_6C,soil,64,absent,0
T18_6E-63,18,T18_6E,63,CAMROT,T18_6E,soil,64,absent,0
T18_6E-72,18,T18_6E,72,CAMROT,T18_6E,soil,64,absent,0
T18_6E-83,18,T18_6E,83,CAMROT,T18_6E,soil,64,absent,0
T18_6E-85,18,T18_6E,85,CAMROT,T18_6E,soil,64,absent,0
T18_6E-89,18,T18_6E,89,CAMROT,T18_6E,soil,64,absent,0
T18_6E-92,18,T18_6E,92,CAMROT,T18_6E,soil,64,absent,0
T18_6E-95,18,T18_6E,95,CAMROT,T18_6E,soil,64,absent,0
T21_7A-47,21,T21_7A,47,ACHMIL,T21_7A,soil,64,absent,0
T21_7A-50,21,T21_7A,50,ACHMIL,T21_7A,soil,64,absent,0
T21_7B-107,21,T21_7B,107,CAMROT,T21_7B,soil,64,absent,0
T21_7D-76,21,T21_7D,76,ACHMIL,T21_7D,soil,64,absent,0
T21_7E-103,21,T21_7E,103,CAMROT,T21_7E,soil,64,absent,0
T21_7E-104,21,T21_7E,104,CAMROT,T21_7E,soil,64,absent,0
T21_7E-109,21,T21_7E,109,CAMROT,T21_7E,soil,64,absent,0
T21_7E-110,21,T21_7E,110,CAMROT,T21_7E,soil,64,absent,0
T21_7E-61,21,T21_7E,61,CAMROT,T21_7E,soil,64,absent,0
T21_7E-64,21,T21_7E,64,CAMROT,T21_7E,soil,64,absent,0
T24_8A-11,24,T24_8A,11,ACHMIL,T24_8A,soil,64,absent,0
T24_8A-12,24,T24_8A,12,ACHMIL,T24_8A,soil,64,absent,0
T24_8A-17,24,T24_8A,17,ACHMIL,T24_8A,soil,64,absent,0
T24_8A-18,24,T24_8A,18,ACHMIL,T24_8A,soil,64,absent,0
T24_8A-26,24,T24_8A,26,ACHMIL,T24_8A,soil,64,absent,0
T24_8A-27,24,T24_8A,27,ACHMIL,T24_8A,soil,64,absent,0
T24_8A-30,24,T24_8A,30,ACHMIL,T24_8A,soil,64,absent,0
T24_8A-33,24,T24_8A,33,ACHMIL,T24_8A,soil,64,absent,0
T24_8A-36,24,T24_8A,36,ACHMIL,T24_8A,soil,64,absent,0
T24_8A-73,24,T24_8A,73,ACHMIL,T24_8A,soil,64,absent,0
T24_8A-76,24,T24_8A,76,ACHMIL,T24_8A,soil,64,absent,0
T24_8A-88,24,T24_8A,88,ACHMIL,T24_8A,soil,64,absent,0
T24_8A-91,24,T24_8A,91,ACHMIL,T24_8A,soil,64,absent,0
T24_8E-15,24,T24_8E,15,CAMROT,T24_8E,soil,64,absent,0
T24_8E-45,24,T24_8E,45,CAMROT,T24_8E,soil,64,absent,0
T24_8E-49,24,T24_8E,49,CAMROT,T24_8E,soil,64,absent,0
T24_8E-73,24,T24_8E,73,CAMROT,T24_8E,soil,64,absent,0
T27_9A-95,27,T27_9A,95,CAMROT,T27_9A,soil,64,absent,0
T27_9B-102,27,T27_9B,102,ACHMIL,T27_9B,soil,64,absent,0
T27_9B-105,27,T27_9B,105,ACHMIL,T27_9B,soil,64,absent,0
T27_9B-89,27,T27_9B,89,ACHMIL,T27_9B,soil,64,absent,0
T27_9B-93,27,T27_9B,93,ACHMIL,T27_9B,soil,64,absent,0
T27_9B-99,27,T27_9B,99,ACHMIL,T27_9B,soil,64,absent,0
T3_1B-32,3,T3_1B,32,ACHMIL,T3_1B,soil,64,absent,0
T3_1B-72,3,T3_1B,72,ACHMIL,T3_1B,soil,64,absent,0
T3_1B-76,3,T3_1B,76,ACHMIL,T3_1B,soil,64,absent,0
T3_1B-78,3,T3_1B,78,ACHMIL,T3_1B,soil,64,absent,0
T3_1B-80,3,T3_1B,80,ACHMIL,T3_1B,soil,64,absent,0
T3_1B-81,3,T3_1B,81,ACHMIL,T3_1B,soil,64,absent,0
T3_1B-88,3,T3_1B,88,ACHMIL,T3_1B,soil,64,absent,0
T3_1B-92,3,T3_1B,92,ACHMIL,T3_1B,soil,64,absent,0
T3_1B-93,3,T3_1B,93,ACHMIL,T3_1B,soil,64,absent,0
T3_1B-94,3,T3_1B,94,ACHMIL,T3_1B,soil,64,absent,0
T3_1B-97,3,T3_1B,97,ACHMIL,T3_1B,soil,64,absent,0
T3_1B-99,3,T3_1B,99,ACHMIL,T3_1B,soil,64,absent,0
T33_11A-107,33,T33_11A,107,ACHMIL,T33_11A,soil,64,absent,0
T33_11A-13,33,T33_11A,13,ACHMIL,T33_11A,soil,64,absent,0
T33_11A-16,33,T33_11A,16,ACHMIL,T33_11A,soil,64,absent,0
T33_11A-2,33,T33_11A,2,ACHMIL,T33_11A,soil,64,absent,0
T33_11A-20,33,T33_11A,20,ACHMIL,T33_11A,soil,64,absent,0
T33_11A-23,33,T33_11A,23,ACHMIL,T33_11A,soil,64,absent,0
T33_11A-28,33,T33_11A,28,ACHMIL,T33_11A,soil,64,absent,0
T33_11A-3,33,T33_11A,3,ACHMIL,T33_11A,soil,64,absent,0
T33_11A-45,33,T33_11A,45,ACHMIL,T33_11A,soil,64,absent,0
T33_11B-10,33,T33_11B,10,ACHMIL,T33_11B,soil,64,absent,0
T33_11B-105,33,T33_11B,105,ACHMIL,T33_11B,soil,64,absent,0
T33_11B-108,33,T33_11B,108,ACHMIL,T33_11B,soil,64,absent,0
T33_11B-111,33,T33_11B,111,ACHMIL,T33_11B,soil,64,absent,0
T33_11B-14,33,T33_11B,14,ACHMIL,T33_11B,soil,64,absent,0
T33_11B-16,33,T33_11B,16,ACHMIL,T33_11B,soil,64,absent,0
T33_11B-17,33,T33_11B,17,ACHMIL,T33_11B,soil,64,absent,0
T33_11B-19,33,T33_11B,19,ACHMIL,T33_11B,soil,64,absent,0
T33_11B-25,33,T33_11B,25,ACHMIL,T33_11B,soil,64,absent,0
T33_11B-47,33,T33_11B,47,ACHMIL,T33_11B,soil,64,absent,0
T33_11B-48,33,T33_11B,48,ACHMIL,T33_11B,soil,64,absent,0
T33_11B-51,33,T33_11B,51,ACHMIL,T33_11B,soil,64,absent,0
T33_11B-54,33,T33_11B,54,ACHMIL,T33_11B,soil,64,absent,0
T33_11B-57,33,T33_11B,57,ACHMIL,T33_11B,soil,64,absent,0
T33_11B-61,33,T33_11B,61,ACHMIL,T33_11B,soil,64,absent,0
T33_11B-63,33,T33_11B,63,ACHMIL,T33_11B,soil,64,absent,0
T33_11B-65,33,T33_11B,65,ACHMIL,T33_11B,soil,64,absent,0
T33_11B-66,33,T33_11B,66,ACHMIL,T33_11B,soil,64,absent,0
T33_11B-7,33,T33_11B,7,ACHMIL,T33_11B,soil,64,absent,0
T33_11B-70,33,T33_11B,70,ACHMIL,T33_11B,soil,64,absent,0
T33_11B-73,33,T33_11B,73,ACHMIL,T33_11B,soil,64,absent,0
T33_11B-76,33,T33_11B,76,ACHMIL,T33_11B,soil,64,absent,0
T33_11B-81,33,T33_11B,81,ACHMIL,T33_11B,soil,64,absent,0
T33_11B-84,33,T33_11B,84,ACHMIL,T33_11B,soil,64,absent,0
T33_11B-87,33,T33_11B,87,ACHMIL,T33_11B,soil,64,absent,0
T33_11B-90,33,T33_11B,90,ACHMIL,T33_11B,soil,64,absent,0
T33_11C-102,33,T33_11C,102,CAMROT,T33_11C,soil,64,absent,0
T33_11C-105,33,T33_11C,105,CAMROT,T33_11C,soil,64,absent,0
T33_11C-107,33,T33_11C,107,CAMROT,T33_11C,soil,64,absent,0
T33_11C-108,33,T33_11C,108,CAMROT,T33_11C,soil,64,absent,0
T33_11C-109,33,T33_11C,109,CAMROT,T33_11C,soil,64,absent,0
T33_11C-11,33,T33_11C,11,CAMROT,T33_11C,soil,64,absent,0
T33_11C-110,33,T33_11C,110,CAMROT,T33_11C,soil,64,absent,0
T33_11C-14,33,T33_11C,14,CAMROT,T33_11C,soil,64,absent,0
T33_11C-18,33,T33_11C,18,CAMROT,T33_11C,soil,64,absent,0
T33_11C-22,33,T33_11C,22,CAMROT,T33_11C,soil,64,absent,0
T33_11C-4,33,T33_11C,4,CAMROT,T33_11C,soil,64,absent,0
T33_11C-55,33,T33_11C,55,CAMROT,T33_11C,soil,64,absent,0
T33_11C-59,33,T33_11C,59,CAMROT,T33_11C,soil,64,absent,0
T33_11C-60,33,T33_11C,60,CAMROT,T33_11C,soil,64,absent,0
T33_11C-7,33,T33_11C,7,CAMROT,T33_11C,soil,64,absent,0
T33_11C-70,33,T33_11C,70,CAMROT,T33_11C,soil,64,absent,0
T33_11C-73,33,T33_11C,73,CAMROT,T33_11C,soil,64,absent,0
T33_11C-74,33,T33_11C,74,CAMROT,T33_11C,soil,64,absent,0
T33_11C-8,33,T33_11C,8,CAMROT,T33_11C,soil,64,absent,0
T33_11C-86,33,T33_11C,86,CAMROT,T33_11C,soil,64,absent,0
T33_11C-87,33,T33_11C,87,CAMROT,T33_11C,soil,64,absent,0
T33_11C-88,33,T33_11C,88,CAMROT,T33_11C,soil,64,absent,0
T33_11C-89,33,T33_11C,89,CAMROT,T33_11C,soil,64,absent,0
T33_11C-91,33,T33_11C,91,CAMROT,T33_11C,soil,64,absent,0
T33_11C-92,33,T33_11C,92,CAMROT,T33_11C,soil,64,absent,0
T33_11C-99,33,T33_11C,99,CAMROT,T33_11C,soil,64,absent,0
T33_11D-23,33,T33_11D,23,CAMROT,T33_11D,soil,64,absent,0
T33_11D-24,33,T33_11D,24,CAMROT,T33_11D,soil,64,absent,0
T33_11D-43,33,T33_11D,43,CAMROT,T33_11D,soil,64,absent,0
T33_11D-44,33,T33_11D,44,CAMROT,T33_11D,soil,64,absent,0
T33_11D-45,33,T33_11D,45,CAMROT,T33_11D,soil,64,absent,0
T33_11D-47,33,T33_11D,47,CAMROT,T33_11D,soil,64,absent,0
T33_11D-48,33,T33_11D,48,CAMROT,T33_11D,soil,64,absent,0
T33_11D-50,33,T33_11D,50,CAMROT,T33_11D,soil,64,absent,0
T33_11D-51,33,T33_11D,51,CAMROT,T33_11D,soil,64,absent,0
T33_11D-52,33,T33_11D,52,CAMROT,T33_11D,soil,64,absent,0
T33_11D-53,33,T33_11D,53,CAMROT,T33_11D,soil,64,absent,0
T33_11D-54,33,T33_11D,54,CAMROT,T33_11D,soil,64,absent,0
T33_11D-55,33,T33_11D,55,CAMROT,T33_11D,soil,64,absent,0
T33_11D-56,33,T33_11D,56,CAMROT,T33_11D,soil,64,absent,0
T33_11D-57,33,T33_11D,57,CAMROT,T33_11D,soil,64,absent,0
T33_11D-6,33,T33_11D,6,CAMROT,T33_11D,soil,64,absent,0
T33_11D-60,33,T33_11D,60,CAMROT,T33_11D,soil,64,absent,0
T33_11D-66,33,T33_11D,66,CAMROT,T33_11D,soil,64,absent,0
T33_11D-69,33,T33_11D,69,CAMROT,T33_11D,soil,64,absent,0
T33_11D-72,33,T33_11D,72,CAMROT,T33_11D,soil,64,absent,0
T33_11D-75,33,T33_11D,75,CAMROT,T33_11D,soil,64,absent,0
T33_11D-78,33,T33_11D,78,CAMROT,T33_11D,soil,64,absent,0
T33_11D-81,33,T33_11D,81,CAMROT,T33_11D,soil,64,absent,0
T33_11D-84,33,T33_11D,84,CAMROT,T33_11D,soil,64,absent,0
T33_11D-86,33,T33_11D,86,CAMROT,T33_11D,soil,64,absent,0
T36_12A-109,36,T36_12A,109,ACHMIL,T36_12A,soil,64,absent,0
T36_12A-15,36,T36_12A,15,ACHMIL,T36_12A,soil,64,absent,0
T36_12A-2,36,T36_12A,2,ACHMIL,T36_12A,soil,64,absent,0
T36_12D-101,36,T36_12D,101,CAMROT,T36_12D,soil,64,absent,0
T36_12D-33,36,T36_12D,33,CAMROT,T36_12D,soil,64,absent,0
T36_12D-36,36,T36_12D,36,CAMROT,T36_12D,soil,64,absent,0
T36_12D-39,36,T36_12D,39,CAMROT,T36_12D,soil,64,absent,0
T36_12D-42,36,T36_12D,42,CAMROT,T36_12D,soil,64,absent,0
T36_12D-45,36,T36_12D,45,CAMROT,T36_12D,soil,64,absent,0
T36_12D-46,36,T36_12D,46,CAMROT,T36_12D,soil,64,absent,0
T36_12D-63,36,T36_12D,63,CAMROT,T36_12D,soil,64,absent,0
T36_12D-65,36,T36_12D,65,CAMROT,T36_12D,soil,64,absent,0
T36_12D-66,36,T36_12D,66,CAMROT,T36_12D,soil,64,absent,0
T36_12D-68,36,T36_12D,68,CAMROT,T36_12D,soil,64,absent,0
T36_12D-69,36,T36_12D,69,CAMROT,T36_12D,soil,64,absent,0
T36_12D-72,36,T36_12D,72,CAMROT,T36_12D,soil,64,absent,0
T36_12D-75,36,T36_12D,75,CAMROT,T36_12D,soil,64,absent,0
T36_12D-78,36,T36_12D,78,CAMROT,T36_12D,soil,64,absent,0
T36_12D-79,36,T36_12D,79,CAMROT,T36_12D,soil,64,absent,0
T36_12D-80,36,T36_12D,80,CAMROT,T36_12D,soil,64,absent,0
T36_12D-81,36,T36_12D,81,CAMROT,T36_12D,soil,64,absent,0
T36_12D-83,36,T36_12D,83,CAMROT,T36_12D,soil,64,absent,0
T36_12D-88,36,T36_12D,88,CAMROT,T36_12D,soil,64,absent,0
T36_12D-92,36,T36_12D,92,CAMROT,T36_12D,soil,64,absent,0
T36_12D-94,36,T36_12D,94,CAMROT,T36_12D,soil,64,absent,0
T36_12D-95,36,T36_12D,95,CAMROT,T36_12D,soil,64,absent,0
T36_12D-97,36,T36_12D,97,CAMROT,T36_12D,soil,64,absent,0
T36_12D-98,36,T36_12D,98,CAMROT,T36_12D,soil,64,absent,0
T36_12E-104,36,T36_12E,104,ACHMIL,T36_12E,soil,64,absent,0
T36_12E-105,36,T36_12E,105,ACHMIL,T36_12E,soil,64,absent,0
